"mod_id","id","sex","Country_fatefile","territory","Revir_Vinter","Autumn","Spring","Fate","confirmed.illegal","Radio.collar","Comment","geometry","NAME_1","NAME_2","KommunerNamn","SLU.ID","ruggedness_mean","average_gravel_km","average_paved_km","artificial_area_total","pop_mean","mean_snow","hunt_afo","hunt_county2","Fi","number_neighbour_terr","bear_density_BZtiff","mean_fi","max_fi","wolfLKill_cumall","wolfLKill_last5y","wolfLKill_n","NoAffectedSheep_cumall","NoAffectedSheep_last5y","NoAffectedSheep","sheepAttacks_n","AttackDogs_cumall","AttackDogs_last5y","AttackDogs_n","IndividualIncome","income_prop","year_average","first_yeardet","last_yeardet","years_firstdet","time_start","time_end","Fate_binary","ruggedness_mean_sc","average_gravel_km_sc","average_paved_km_sc","artificial_area_total_sc","pop_mean_sc","mean_snow_sc","hunt_afo_sc","hunt_county2_sc","bear_density_BZtiff_sc","Fi_sc","mean_fi_sc","max_fi_sc","IndividualIncome_sc","income_prop_sc"
1651,"M-06-10","F","N","Gräsmark 1","Gräsmark_0506",2005,2006,NA,NA,1,NA,list(),"Hedmark","Kongsvinger","kongsvinger","M-06-10",0.397,1.87,0.4,0,10.421,82.3636363636364,NA,3.1,0.296875,1,7.29e-05,0.2421875,0.296875,0,0,0,0,0,0,0,0,0,0,265700,1.09189023809173,243339.477477477,2004,2007,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589,"M-06-10","F","S","Gräsmark 1","Gräsmark_0607",2006,2007,NA,NA,1,NA,list(),"Värmland","Torsby","torsby","M-06-10",0.399,1.63,0.35,0,10.431,84.8385416666667,NA,3.4,0.296875,0,5.84e-05,0.2421875,0.296875,0,0,0,45,45,8,2,12,12,0,219414,0.890041084734642,246521.204204204,2004,2007,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,"M-06-10","F","S","Gräsmark 1","Gräsmark_0708",2007,2008,NA,NA,1,NA,c(12.6025196322727, 12.647860545294, 13.2676079139884, 13.4040066933217, 60.3921069658926, 60.5383942109629, 60.5740053608906, 60.2951414319818),"Värmland","Torsby","torsby","M-06-10",0.399,1.55,0.33,0,10.438,72.9040404040404,NA,3.3,0.296875,1,3.76e-05,0.2421875,0.296875,0,0,0,53,52,8,3,16,16,4,220442,0.877237115084465,251291.237237237,2004,2007,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1442,"G14-06","M","S","Gräsmark 2","Gräsmark_0809",2008,2009,"illegal",NA,0,NA,list(),"Värmland","Torsby","sunne","G14-06",0.413,1.28,0.29,0.00197,11.489,78.7857142857143,NA,3.2,0.433594,2,0.00010316,0.3652345,0.433594,0,0,0,63,59,10,7,16,16,0,220436,0.866984477090468,254255.993993994,2008,2008,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1344,"G13-10","M","S","Gräsmark 3","Gräsmark_0910",2009,2010,NA,NA,0,NA,list(),"Värmland","Torsby","torsby","G13-10",0.379,1.42,0.3,0.00056,10.372,77.0173611111111,NA,3.5,0.274902,4,7.66e-05,0.2858885,0.296875,0,0,0,104,87,41,6,16,9,0,226391,0.874518590053114,258875,2009,2010,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1228,"G13-10","M","S","Gräsmark 3","Gräsmark_1011",2010,2011,NA,NA,0,NA,c(13.4133092707285, 12.9378344746802, 60.3507287901351, 60.8397995902267),"Värmland","Torsby","torsby","G13-10",0.4,1.38,0.29,0.00113,10.347,85.421875,NA,3.8,0.274902,3,8.91e-05,0.2858885,0.296875,3,3,3,123,86,19,6,18,6,2,225728,0.876978466821567,257392.864864865,2009,2010,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1109,"G11-11","M","S","Gräsmark 4","Gräsmark_1112",2011,2012,NA,NA,0,NA,c(13.1622102401246, 13.0409115147087, 13.0323194274726, 60.6400631633285, 60.8040744735672, 60.8035379864203),"Värmland","Torsby","torsby","G11-11",0.39,1.36,0.31,0.00121,10.346,81.5495495495496,NA,3.7,0.261963,5,9.42e-05,0.279419,0.296875,4,4,1,124,79,1,1,21,9,3,223613,0.866089025302194,258187.084084084,2011,2013,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,"G11-11","M","N","Gräsmark 4","Gräsmark_1213",2012,2013,NA,NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G11-11",0.396,1.81,0.39,0,10.218,79.244375,246.7,3.2,0.261963,4,3.13e-05,0.279419,0.296875,0,0,0,0,0,0,0,0,0,0,336500,1.26914127686613,265139.906906907,2011,2013,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,"G11-11","M","S","Gräsmark 4","Gräsmark_1314",2013,2014,NA,NA,0,NA,c(12.8578889270886, 13.5101520995717, 12.9937617282455, 13.0999312542365, 12.7481566265371, 60.4010648076978, 60.3988296429129, 60.0445043872313, 60.2613729391223, 60.1060788655507),"Värmland","Torsby","torsby","G11-11",0.377,1.64,0.35,0,10.398,81.1510416666667,169.9,3,0.261963,5,0.00013224,0.279419,0.296875,4,4,0,129,66,1,1,26,10,5,244886,0.900803654300468,271852.804804805,2011,2013,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,"G11-11","M","N","Gräsmark 5","Gräsmark_1415",2014,2015,NA,NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G11-11",0.347,1.96,0.41,0.00044,8.671,71.537720959596,230.4,2.3,0.261963,5,0.00013697,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,358500,1.29671697142755,276467.423423423,2014,2018,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,"G11-11","M","N","Gräsmark 5","Gräsmark_1516",2015,2016,NA,NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G11-11",0.304,1.94,0.67,0.00256,10.262,73.3632392473118,224.6,2,0.261963,5,0.00012831,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,381500,1.33235334779113,286335.453453453,2014,2018,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"G11-11","M","N","Gräsmark 5","Gräsmark_1617",2016,2017,NA,NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G11-11",0.347,2.02,0.63,0.00171,10.137,76.3625,209.9,1.8,0.261963,4,7.56e-05,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,393300,1.34185902343686,293100.834834835,2014,2018,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,"G11-11","M","N","Gräsmark 5","Gräsmark_1718",2017,2018,NA,NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G11-11",0.338,2,0.52,0.00065,8.852,80.1770833333333,194.7,1.8,0.261963,4,8.25e-05,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,396100,1.33080917273429,297638.465465465,2014,2018,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"G11-11","M","N","Gräsmark 5","Gräsmark_1819",2018,2019,"illegal",NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G11-11",0.332,1.94,0.51,0.00044,8.59,83.0885416666667,181.4,1.9,0.261963,3,0.00012494,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,415900,1.38086947196233,301187.048048048,2014,2018,4,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"G136-17","F","S","Gullsjön 1","Gullsjön_1819",2018,2019,NA,NA,0,NA,list(),"Gävleborg","Sandviken","sandviken","G136-17",0.141,1.42,0.27,0,22.85,82.7864583333333,2.6,2.9,0.134674,2,0.00228617,0.154934,0.175194,0,0,0,20,10,4,2,4,4,0,280715,0.93202879014644,301187.048048048,2018,2019,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"G136-17","F","S","Gullsjön 1","Gullsjön_1920",2019,2020,"censored",NA,0,NA,c(16.6845079170319, 60.9478084906786),"Gävleborg","Ockelbo",NA,"G136-17",0.147,1.37,0.22,0,22.767,83.0619047619048,2.4,2.6,0.134674,4,0.00214217,0.154934,0.175194,11,7,0,6,5,5,2,7,1,1,263028,0.865557904545309,303882.615615616,2018,2019,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"G77-14","F","S","Gårdsjö  6","Gårdsjö_1617",2016,2017,NA,NA,0,NA,c(13.5129743730483, 13.6141611106889, 59.7238981004249, 59.701597975898),"Värmland","Forshaga","forshaga","G77-14",0.363,1.13,0.43,0.00389,35.94,61.2727272727273,1.5,1.8,0.287476,3,3.5e-07,0.287476,0.287476,2,2,0,3,2,1,1,4,3,2,286261,0.976663884841238,293100.834834835,2016,2019,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,"G77-14","F","S","Gårdsjö  6","Gårdsjö_1718",2017,2018,NA,NA,0,NA,list(),"Värmland","Forshaga","forshaga","G77-14",0.372,1.19,0.35,0.0013,27.8,73.7135416666667,1.9,2,0.287476,5,3.52e-05,0.287476,0.287476,3,3,1,3,2,0,0,4,3,0,289157,0.971504135219211,297638.465465465,2016,2019,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,"G77-14","F","S","Gårdsjö  6","Gårdsjö_1819",2018,2019,NA,NA,0,NA,list(),"Värmland","Forshaga","forshaga","G77-14",0.377,1.16,0.36,0.00235,28.029,83.1060606060606,2.4,2.3,0.287476,6,3.2e-05,0.287476,0.287476,3,3,0,3,2,0,0,4,2,0,289581,0.961465646935135,301187.048048048,2016,2019,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"G77-14","F","S","Gårdsjö  6","Gårdsjö_1920",2019,2020,"illegal",NA,0,"hanen I Gårdsjö 6 finns I Jangen",c(13.5500499695001, 13.5666549711276, 59.5323156207471, 59.6193164199777),"Värmland","Forshaga",NA,"G77-14",0.393,1.18,0.33,9e-04,27.233,75.7447916666667,2.6,2.6,0.287476,3,5.29e-06,0.287476,0.287476,3,3,0,3,1,0,0,6,4,2,292101,0.961229714994561,303882.615615616,2016,2019,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,"G113-15","M","S","Gårdsjö 5","Gårdsjö_1516",2015,2016,"illegal",NA,0,NA,c(13.334397159136, 59.8402445134751),"Värmland","Sunne","sunne","G113-15",0.407,1.15,0.39,0.00468,28.614,63.9375,1.6,1.9,0.224609,6,6.55e-06,0.2560425,0.287476,7,5,3,19,7,0,0,12,4,1,265871,0.928529795361928,286335.453453453,2015,2015,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,"G6-12","M","S","Gårdsjö 6","Gårdsjö_1617",2016,2017,NA,NA,0,NA,c(13.5129743730483, 13.6141611106889, 59.7238981004249, 59.701597975898),"Värmland","Forshaga","forshaga","G6-12",0.363,1.13,0.43,0.00389,35.94,61.2727272727273,1.5,1.8,0,3,3.5e-07,0,0,2,2,0,3,2,1,1,4,3,2,286261,0.976663884841238,293100.834834835,2016,2019,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,"G6-12","M","S","Gårdsjö 6","Gårdsjö_1718",2017,2018,NA,NA,0,NA,list(),"Värmland","Forshaga","forshaga","G6-12",0.372,1.19,0.35,0.0013,27.8,73.7135416666667,1.9,2,0,5,3.52e-05,0,0,3,3,1,3,2,0,0,4,3,0,289157,0.971504135219211,297638.465465465,2016,2019,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"G6-12","M","S","Gårdsjö 6","Gårdsjö_1819",2018,2019,NA,NA,0,NA,list(),"Värmland","Forshaga","forshaga","G6-12",0.377,1.16,0.36,0.00235,28.029,83.1060606060606,2.4,2.3,0,6,3.2e-05,0,0,3,3,0,3,2,0,0,4,2,0,289581,0.961465646935135,301187.048048048,2016,2019,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"G6-12","M","S","Gårdsjö 6","Gårdsjö_1920",2019,2020,"illegal",NA,0,NA,c(13.5500499695001, 13.5666549711276, 59.5323156207471, 59.6193164199777),"Värmland","Forshaga",NA,"G6-12",0.393,1.18,0.33,9e-04,27.233,75.7447916666667,2.6,2.6,0,3,5.29e-06,0,0,3,3,0,3,1,0,0,6,4,2,292101,0.961229714994561,303882.615615616,2016,2019,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,"G27-11","M","S","Gåsborn 1","Gåsborn_1011",2010,2011,NA,NA,0,NA,list(),"Värmland","Filipstad","filipstad","G27-11",0.324,1.2,0.31,0.00216,7.05,82.5625,NA,3.5,0.227051,4,4.9e-05,0.1135255,0.227051,3,3,2,66,18,18,3,9,6,0,226569,0.880245845660687,257392.864864865,2010,2011,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1111,"G27-11","M","S","Gåsborn 1","Gåsborn_1112",2011,2012,NA,NA,0,NA,list(),"Orebro","Hällefors","hällefors","G27-11",0.337,1.09,0.3,0.00085,9.95,82.09375,NA,3.2,0.227051,3,9e-05,0.1135255,0.227051,2,2,0,2,1,0,0,3,2,0,227528,0.881252448421861,258187.084084084,2010,2011,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
984,"G47-13","M","S","Gåsborn 2","Gåsborn_1213",2012,2013,"illegal",NA,0,NA,list(),"Orebro","Hällefors","hällefors","G47-13",0.338,1.17,0.29,0.00165,9.85,69.90625,2.9,3.3,0.255676,5,4.56e-05,0.191177,0.255676,2,2,0,2,1,0,0,3,2,0,231036,0.871373919887205,265139.906906907,2012,2012,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,"G11-13","M","S","Gåsborn 3","Gåsborn_1314",2013,2014,NA,NA,0,NA,list(),"Orebro","Hällefors","hällefors","G11-13",0.335,1.08,0.3,0.00085,9.95,81.3177083333333,2.5,2.8,0.165527,5,0.00019278,0.1461025,0.165527,2,2,0,2,0,0,0,3,0,0,238552,0.877504280933517,271852.804804805,2013,2015,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,"G11-13","M","S","Gåsborn 3","Gåsborn_1415",2014,2015,NA,NA,0,NA,list(),"Orebro","Hällefors","hällefors","G11-13",0.328,1.16,0.31,0.00076,9.975,77.2069444444444,2.4,2.6,0.165527,5,8.46e-05,0.1461025,0.165527,2,2,0,2,0,0,0,3,0,0,239023,0.864561173393382,276467.423423423,2013,2015,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,"G11-13","M","S","Gåsborn 3","Gåsborn_1516",2015,2016,NA,NA,0,NA,c(14.0382623981256, 59.6993224818524),"Värmland","Filipstad","hällefors","G11-13",0.357,1.09,0.28,0.00044,10.567,78.1041666666667,2.1,2.2,0.165527,5,8.62e-05,0.1461025,0.165527,3,0,0,97,31,29,2,17,8,1,238754,0.833826189249079,286335.453453453,2013,2015,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,"G11-13","M","S","Gåsborn 4","Gåsborn_1617",2016,2017,"illegal",NA,0,NA,list(),"Orebro","Hällefors","hällefors","G11-13",0.325,1.1,0.28,0.00085,10.275,69.6875,2.1,2.2,0.165527,5,2.98e-05,0.158844,0.165527,3,1,0,3,1,0,0,3,0,0,251668,0.858639656014004,293100.834834835,2016,2016,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,"G124-13","F","S","Gåsmyren 1","Gåsmyren_1314",2013,2014,NA,NA,0,NA,list(),"Dalarna","Smedjebacken","norberg","G124-13",0.296,1.43,0.33,0.0041,24.133,81.6486486486486,2.9,2.3,0.338989,1,0.00030535,0.3454895,0.35199,1,1,0,4,4,0,0,1,1,0,269945,0.992982214010355,271852.804804805,2013,2017,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,"G124-13","F","S","Gåsmyren 1","Gåsmyren_1415",2014,2015,NA,NA,0,NA,list(),"Dalarna","Smedjebacken","norberg","G124-13",0.297,1.43,0.33,0.00441,24.483,69.5339486139283,2.9,2.3,0.338989,0,0.00033476,0.3454895,0.35199,1,1,0,4,4,0,0,1,1,0,273746,0.990156440893742,276467.423423423,2013,2017,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,"G124-13","F","S","Gåsmyren 1","Gåsmyren_1516",2015,2016,NA,NA,0,NA,list(),"Dalarna","Hedemora","hedemora","G124-13",0.299,1.43,0.34,0.00512,24.917,64.4947916666667,3,2.3,0.338989,2,0.00045108,0.3454895,0.35199,0,0,0,9,9,0,0,2,0,0,265096,0.925823179779915,286335.453453453,2013,2017,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"G124-13","F","S","Gåsmyren 1","Gåsmyren_1617",2016,2017,NA,NA,0,NA,list(),"Dalarna","Smedjebacken","smedjebacken","G124-13",0.3,1.42,0.3,0.00503,25.183,63.925,2.9,2.2,0.338989,2,0.0002292,0.3454895,0.35199,1,1,0,4,4,0,0,1,0,0,284711,0.971375602394437,293100.834834835,2013,2017,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,"G124-13","F","S","Gåsmyren 1","Gåsmyren_1718",2017,2018,NA,NA,0,NA,c(15.3487091631757, 15.3362987696458, 60.0952257745862, 60.0971210235499),"Dalarna","Smedjebacken","norberg","G124-13",0.302,1.4,0.34,0.00741,25.233,71.1467803030303,2.8,2.3,0.338989,3,0.00024086,0.3454895,0.35199,1,0,0,4,0,0,0,3,2,2,290323,0.975421639625695,297638.465465465,2013,2017,4,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"G124-13","F","S","Gåsmyren 2","Gåsmyren_1819",2018,2019,NA,NA,0,NA,list(),"Dalarna","Smedjebacken","smedjebacken","G124-13",0.302,1.41,0.24,0.00232,15.85,83.2171717171717,2.8,2.4,0.338989,1,0.00033302,0.3697075,0.400426,6,5,5,4,0,0,0,3,2,0,292735,0.971937544782139,301187.048048048,2018,2019,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"G124-13","F","S","Gåsmyren 2","Gåsmyren_1920",2019,2020,NA,NA,0,NA,list(),"Dalarna","Smedjebacken",NA,"G124-13",0.303,1.42,0.24,0.0029,15.775,82.6354166666667,3.2,2.4,0.338989,2,0.0003426,0.3697075,0.400426,6,5,0,8,4,4,1,3,2,0,292267,0.961775978556443,303882.615615616,2018,2019,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,"G58-16","M","S","Göra  3","Göra_1516",2015,2016,"censored",NA,0,NA,c(13.0945894075758, 61.242600258205),"Dalarna","Malung","malung","G58-16",0.171,0.71,0.26,0.01323,1.893,77.8177083333333,77.4,2.3,0.319611,0,0.00112228,0.319611,0.319611,0,0,0,198,68,0,0,20,9,1,269065,0.939684543967026,286335.453453453,2015,2015,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1113,"G77-11","F","S","Göra 1","Göra_1112",2011,2012,NA,NA,0,NA,c(13.4907863357261, 13.9094486331368, 13.1479179701683, 12.6906988152006, 60.527752339379, 60.6785337591212, 61.4487016493855, 61.0202085268327),"Dalarna","Malung","malung","G77-11",0.174,0.7,0.25,0.01437,1.914,81.3636363636364,NA,2.4,0.261963,2,0.00104346,0.3069765,0.35199,0,0,0,186,168,56,4,15,12,4,236838,0.917311572111286,258187.084084084,2011,2012,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,"G77-11","F","S","Göra 1","Göra_1213",2012,2013,"illegal",NA,0,NA,c(13.8804310582558, 60.6471298019507),"Dalarna","Malung","malung","G77-11",0.176,0.7,0.25,0.01487,1.88,85.7916666666667,89.4,2,0.261963,0,0.00103625,0.3069765,0.35199,0,0,0,186,157,0,0,16,11,1,244397,0.921766183186487,265139.906906907,2011,2012,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,"G57-16","F","S","Göra 2","Göra_1415",2014,2016,NA,NA,0,NA,c(12.8395250247701, 60.9761202067794),"Dalarna","Malung","malung","G57-16",0.168,0.65,0.26,0.01479,1.866,86.3137254901961,29,2.2,0.222382,1,0.00131517,0.2593995,0.296417,0,0,0,198,68,0,0,19,11,1,257612,0.931798751585479,276467.423423423,2014,2014,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,"G57-16","F","S","Göra 3","Göra_1516",2015,2016,"illegal",NA,0,NA,c(13.0945894075758, 61.242600258205),"Dalarna","Malung","malung","G57-16",0.171,0.71,0.26,0.01323,1.893,77.8177083333333,77.4,2.3,0.222382,0,0.00112228,0.222382,0.222382,0,0,0,198,68,0,0,20,9,1,269065,0.939684543967026,286335.453453453,2015,2015,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,"G31-06","F","S","Görsjön","Görsjön_0607",2006,2007,NA,NA,0,NA,c(14.3490511400454, 14.3344150479887, 61.1398346054008, 61.3073395020782),"Dalarna","Mora","mora","G31-06",0.267,1.14,0.17,0,6.7,83.875,NA,2.8,0.235352,0,0.00062976,0.268799,0.302246,0,0,0,0,0,0,0,5,5,2,244588,0.992158061167822,246521.204204204,2006,2011,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,"G31-06","F","S","Görsjön","Görsjön_0708",2007,2008,NA,NA,0,NA,list(),"Dalarna","Mora","mora","G31-06",0.272,1.17,0.19,0,8.033,78.453125,NA,2.6,0.235352,1,0.00104229,0.268799,0.302246,0,0,0,0,0,0,0,5,5,0,246702,0.981737376568747,251291.237237237,2006,2011,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,"G31-06","F","S","Görsjön","Görsjön_0809",2008,2009,NA,NA,0,NA,list(),"Dalarna","Mora","mora","G31-06",0.27,1.15,0.17,0,6.65,83.9270833333333,NA,2.4,0.235352,1,0.0008752,0.268799,0.302246,0,0,0,0,0,0,0,5,5,0,247595,0.973802017842886,254255.993993994,2006,2011,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1346,"G31-06","F","S","Görsjön","Görsjön_0910",2009,2010,NA,NA,0,NA,list(),"Dalarna","Mora","mora","G31-06",0.271,1.18,0.18,0,6.625,81.4656862745098,NA,2.3,0.235352,1,0.00109262,0.268799,0.302246,0,0,0,0,0,0,0,5,5,0,253595,0.979604056011589,258875,2006,2011,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,"G31-06","F","S","Görsjön","Görsjön_1011",2010,2011,NA,NA,0,NA,c(13.8391302899478, 60.8911616490852),"Dalarna","Mora","mora","G31-06",0.258,1.13,0.17,0,6.625,85.40625,NA,2.3,0.235352,1,0.00101497,0.268799,0.302246,1,1,1,0,0,0,0,6,3,1,249934,0.971021477736841,257392.864864865,2006,2011,4,4,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1115,"G31-06","F","S","Görsjön","Görsjön_1112",2011,2012,"censored",NA,0,NA,c(13.7164672128395, 60.9048253072592),"Dalarna","Mora","mora","G31-06",0.262,1.15,0.17,0,6.625,81.9494949494949,NA,2.3,0.235352,2,0.00106888,0.268799,0.302246,1,1,0,0,0,0,0,7,2,1,249091,0.964769406973427,258187.084084084,2006,2011,5,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1117,"G13-10","M","N","Haersjo 1","Hærsjø_1112",2011,2012,NA,NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G13-10",0.393,1.93,0.45,0,10.267,81.959595959596,NA,3.1,0.274902,2,6.11e-05,0.274902,0.274902,0,0,0,0,0,0,0,0,0,0,324600,1.25722787858082,258187.084084084,2011,2014,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
988,"G13-10","M","N","Haersjo 1","Hærsjø_1213",2012,2013,NA,NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G13-10",0.381,1.73,0.47,0.00107,10.938,77.9895833333333,217.6,3.3,0.274902,2,4.29e-06,0.274902,0.274902,0,0,0,0,0,0,0,0,0,0,336500,1.26914127686613,265139.906906907,2011,2014,1,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,"G13-10","M","S","Haersjo 1","Hærsjø_1314",2013,2014,NA,NA,0,NA,c(12.4086386480328, 59.6007970389991),"Värmland","Arvika","arvika","G13-10",0.38,1.39,0.42,0.00138,10.972,82.28125,101.8,3.2,0.274902,4,4.55e-06,0.274902,0.274902,2,1,0,7,7,1,1,9,3,1,251359,0.924614333776987,271852.804804805,2011,2014,2,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,"G13-10","M","N","Haersjo 1","Hærsjø_1415",2014,2015,NA,NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G13-10",0.392,1.89,0.48,3e-04,10.995,68.3870967741936,207.4,2.4,0.274902,5,4.91e-05,0.274902,0.274902,0,0,0,0,0,0,0,0,0,0,358500,1.29671697142755,276467.423423423,2011,2014,3,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,"G13-10","M","S","Haersjo 2","Hærsjø_1516",2015,2016,"illegal",NA,0,NA,list(),"Värmland","Arvika","arvika","G13-10",0.382,1.54,0.39,9e-04,11.045,75.8998998998999,100.2,1.9,0.274902,4,7.19e-05,0.274902,0.274902,2,1,0,7,1,0,0,9,1,0,271056,0.946637926707399,286335.453453453,2015,2015,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,"G88-13","F","N","Haersjö 1","Hærsjø_1112",2011,2012,NA,NA,0,NA,list(),"Hedmark","Kongsvinger","kongsvinger","G88-13",0.393,1.93,0.45,0,10.267,81.959595959596,NA,3.1,0.152161,2,6.11e-05,0.152161,0.152161,0,0,0,0,0,0,0,0,0,0,324600,1.25722787858082,258187.084084084,2011,2014,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
